index,Year,Month,State,Species,Location,normalized_food,Illnesses,Hospitalizations,Fatalities,Are_there_Hospitalizations,Are_there_Fatalities,Log_Illnesses,Most_common_Location,Most_common_Species
0,2009,January,MN,norovirus,restaurant - sit-down dining,cooky,2.0,0.0,0.0,0,0,0.6931471805599453,restaurant - sit-down dining,norovirus
1,2009,January,MN,norovirus,restaurant - sit-down dining,cooky,16.0,0.0,0.0,0,0,2.772588722239781,restaurant - sit-down dining,norovirus
2,2009,January,MN,norovirus,restaurant - sit-down dining,cooky,5.0,0.0,0.0,0,0,1.6094379124341003,restaurant - sit-down dining,norovirus
3,2009,January,MN,norovirus,"restaurant - ""fast-food""(drive up service or pay at counter)",cooky,3.0,0.0,0.0,0,0,1.0986122886681098,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus
4,2009,January,MN,norovirus,restaurant - other or unknown type,cooky,21.0,0.0,0.0,0,0,3.044522437723423,restaurant - other or unknown type,norovirus
5,2009,January,MN,norovirus,restaurant - other or unknown type,salad,7.0,0.0,0.0,0,0,1.9459101490553132,restaurant - other or unknown type,norovirus
6,2009,February,MN,norovirus,restaurant - other or unknown type,fruit mushroom pasta salad,5.0,0.0,0.0,0,0,1.6094379124341003,restaurant - other or unknown type,norovirus
7,2009,February,MN,norovirus genogroup ii,restaurant - other or unknown type,fruit mushroom pasta salad,22.0,1.0,0.0,1,0,3.091042453358316,restaurant - other or unknown type,norovirus genogroup ii
8,2009,February,MN,norovirus,restaurant - other or unknown type,vegetable,16.0,0.0,0.0,0,0,2.772588722239781,restaurant - other or unknown type,norovirus
9,2009,February,MN,campylobacter jejuni,restaurant - other or unknown type,lettuce,11.0,2.0,0.0,1,0,2.3978952727983707,restaurant - other or unknown type,campylobacter jejuni
10,2009,February,MN,norovirus,restaurant - sit-down dining,rice white,6.0,0.0,0.0,0,0,1.791759469228055,restaurant - sit-down dining,norovirus
11,2009,February,AK,norovirus genogroup i; norovirus genogroup ii,private home/residence,rice white,35.0,0.0,0.0,0,0,3.5553480614894135,private home/residence,bulk_Species
12,2009,January,AL,bacillus cereus,restaurant - sit-down dining,rice white,13.0,0.0,0.0,0,0,2.5649493574615367,restaurant - sit-down dining,bacillus cereus
13,2009,January,IL,norovirus genogroup ii,restaurant - sit-down dining,cake chocolate,6.0,0.0,0.0,0,0,1.791759469228055,restaurant - sit-down dining,norovirus genogroup ii
14,2009,January,IL,norovirus genogroup ii,restaurant - sit-down dining,cake chocolate,23.0,0.0,0.0,0,0,3.1354942159291497,restaurant - sit-down dining,norovirus genogroup ii
15,2009,January,IL,norovirus genogroup ii,restaurant - other or unknown type,cake chocolate,4.0,0.0,0.0,0,0,1.3862943611198906,restaurant - other or unknown type,norovirus genogroup ii
16,2009,January,IL,norovirus genogroup ii,caterer (food prepared off-site from where served),cake chocolate,31.0,0.0,0.0,0,0,3.4339872044851463,caterer (food prepared off-site from where served),norovirus genogroup ii
17,2009,January,IL,norovirus genogroup ii,restaurant - other or unknown type,cake chocolate,26.0,1.0,0.0,1,0,3.258096538021482,restaurant - other or unknown type,norovirus genogroup ii
18,2009,January,IL,salmonella enterica,restaurant - other or unknown type,chicken salad,2.0,0.0,0.0,0,0,0.6931471805599453,restaurant - other or unknown type,salmonella enterica
19,2009,January,IL,salmonella enterica,restaurant - other or unknown type,chicken salad,4.0,0.0,0.0,0,0,1.3862943611198906,restaurant - other or unknown type,salmonella enterica
20,2009,January,IL,salmonella enterica,grocery store; other,chicken salad,7.0,2.0,0.0,1,0,1.9459101490553132,bulk_Location,salmonella enterica
21,2009,January,IL,norovirus genogroup ii,restaurant - sit-down dining,chicken salad,16.0,0.0,0.0,0,0,2.772588722239781,restaurant - sit-down dining,norovirus genogroup ii
22,2009,January,IL,norovirus genogroup ii,restaurant - other or unknown type,chicken salad,5.0,0.0,0.0,0,0,1.6094379124341003,restaurant - other or unknown type,norovirus genogroup ii
23,2009,February,IL,norovirus genogroup ii,other,chicken salad,51.0,0.0,0.0,0,0,3.9318256327243257,other,norovirus genogroup ii
24,2009,February,IL,norovirus genogroup ii,restaurant - sit-down dining,chicken salad,10.0,0.0,0.0,0,0,2.302585092994046,restaurant - sit-down dining,norovirus genogroup ii
25,2009,February,IL,norovirus genogroup ii,restaurant - other or unknown type,chicken salad,3.0,0.0,0.0,0,0,1.0986122886681098,restaurant - other or unknown type,norovirus genogroup ii
26,2009,February,IL,norovirus genogroup ii,restaurant - other or unknown type,chicken salad,5.0,0.0,0.0,0,0,1.6094379124341003,restaurant - other or unknown type,norovirus genogroup ii
27,2009,February,IL,norovirus genogroup ii,restaurant - other or unknown type,chicken salad,13.0,0.0,0.0,0,0,2.5649493574615367,restaurant - other or unknown type,norovirus genogroup ii
28,2009,March,IL,norovirus genogroup ii,other,chicken salad,2.0,0.0,0.0,0,0,0.6931471805599453,other,norovirus genogroup ii
29,2009,March,IL,norovirus genogroup ii,caterer (food prepared off-site from where served); restaurant - sit-down dining,chicken salad,22.0,1.0,0.0,1,0,3.091042453358316,bulk_Location,norovirus genogroup ii
30,2009,January,PA,campylobacter jejuni,other,milk whole milk unpasteurized,9.0,1.0,0.0,1,0,2.1972245773362196,other,campylobacter jejuni
31,2009,January,TN,norovirus genogroup i,grocery store,cake,8.0,1.0,0.0,1,0,2.0794415416798357,grocery store,norovirus genogroup i
32,2009,March,TN,norovirus genogroup i,restaurant - sit-down dining,oyster raw,9.0,0.0,0.0,0,0,2.1972245773362196,restaurant - sit-down dining,norovirus genogroup i
33,2009,March,NY,shigella sonnei,restaurant - sit-down dining,multiple food,96.0,0.0,0.0,0,0,4.564348191467836,restaurant - sit-down dining,bulk_Species
34,2009,January,MA,salmonella enterica,restaurant - sit-down dining,ground beef hamburger,5.0,0.0,0.0,0,0,1.6094379124341003,restaurant - sit-down dining,salmonella enterica
35,2009,January,MA,"escherichia coli, shiga toxin-producing",private home/residence,ground beef hamburger,3.0,2.0,0.0,1,0,1.0986122886681098,private home/residence,"escherichia coli, shiga toxin-producing"
36,2009,January,MA,norovirus,banquet facility (food prepared and served on-site),salad tomato vegetable,32.0,0.0,0.0,0,0,3.4657359027997265,banquet facility (food prepared and served on-site),norovirus
37,2009,January,MI,norovirus,restaurant - other or unknown type,burrito chicken,15.0,0.0,0.0,0,0,2.70805020110221,restaurant - other or unknown type,norovirus
38,2009,February,NY,norovirus,caterer (food prepared off-site from where served); restaurant - other or unknown type,lettuce,24.0,0.0,0.0,0,0,3.1780538303479458,bulk_Location,norovirus
39,2009,February,MA,salmonella enterica,restaurant - sit-down dining,oyster raw,2.0,0.0,0.0,0,0,0.6931471805599453,restaurant - sit-down dining,salmonella enterica
40,2009,January,TN,norovirus genogroup ii,restaurant - sit-down dining,oyster raw,22.0,4.0,0.0,1,0,3.091042453358316,restaurant - sit-down dining,norovirus genogroup ii
41,2009,January,TN,norovirus genogroup i,"restaurant - ""fast-food""(drive up service or pay at counter)",ground beef,6.0,0.0,0.0,0,0,1.791759469228055,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus genogroup i
42,2009,January,NY,norovirus genogroup i,restaurant - sit-down dining,ground beef,6.0,0.0,0.0,0,0,1.791759469228055,restaurant - sit-down dining,norovirus genogroup i
43,2009,January,FL,norovirus genogroup i,restaurant - other or unknown type,sandwich wrap sandwich wrap,24.0,0.0,0.0,0,0,3.1780538303479458,restaurant - other or unknown type,norovirus genogroup i
44,2009,February,NY,norovirus,restaurant - sit-down dining,ground beef gravy toast egg dish,51.0,1.0,0.0,1,0,3.9318256327243257,restaurant - sit-down dining,norovirus
45,2009,February,NY,norovirus genogroup ii,restaurant - sit-down dining,macaroni salad,9.0,1.0,0.0,1,0,2.1972245773362196,restaurant - sit-down dining,norovirus genogroup ii
46,2009,February,NY,norovirus genogroup ii,restaurant - sit-down dining,macaroni salad,12.0,0.0,0.0,0,0,2.4849066497880004,restaurant - sit-down dining,norovirus genogroup ii
47,2009,January,FL,norovirus genogroup ii,restaurant - sit-down dining,macaroni salad,15.0,0.0,0.0,0,0,2.70805020110221,restaurant - sit-down dining,norovirus genogroup ii
48,2009,February,FL,norovirus genogroup ii,long-term care/nursing home/assisted living facility,cooky,13.0,2.0,0.0,1,0,2.5649493574615367,bulk_Location,norovirus genogroup ii
49,2009,March,NY,staphylococcus aureus,private home/residence,chicken yak,20.0,0.0,0.0,0,0,2.995732273553991,private home/residence,staphylococcus aureus
50,2009,February,WY,norovirus genogroup ii,caterer (food prepared off-site from where served); private home/residence; school/college/university,ice lemonade,13.0,0.0,0.0,0,0,2.5649493574615367,bulk_Location,norovirus genogroup ii
51,2009,March,IL,norovirus,caterer (food prepared off-site from where served); private home/residence; school/college/university,ice lemonade,189.0,1.0,0.0,1,0,5.241747015059643,bulk_Location,norovirus
52,2009,March,IL,salmonella enterica,restaurant - sit-down dining,spaghetti,6.0,0.0,0.0,0,0,1.791759469228055,restaurant - sit-down dining,salmonella enterica
53,2009,March,IL,campylobacter jejuni; listeria monocytogenes,private home/residence,spaghetti,6.0,1.0,0.0,1,0,1.791759469228055,private home/residence,bulk_Species
54,2009,March,IL,norovirus genogroup ii,restaurant - other or unknown type,spaghetti,27.0,0.0,0.0,0,0,3.295836866004329,restaurant - other or unknown type,norovirus genogroup ii
55,2009,April,IL,clostridium perfringens,banquet facility (food prepared and served on-site); private home/residence,spaghetti,24.0,0.0,0.0,0,0,3.1780538303479458,bulk_Location,clostridium perfringens
56,2009,March,IL,salmonella enterica,grocery store,salad,5.0,0.0,0.0,0,0,1.6094379124341003,grocery store,salmonella enterica
57,2009,February,MA,norovirus genogroup ii,restaurant - sit-down dining,salad,9.0,0.0,0.0,0,0,2.1972245773362196,restaurant - sit-down dining,norovirus genogroup ii
58,2009,March,MI,norovirus genogroup ii,restaurant - sit-down dining,salad,14.0,1.0,0.0,1,0,2.6390573296152584,restaurant - sit-down dining,norovirus genogroup ii
59,2009,March,OH,norovirus genogroup ii,"restaurant - ""fast-food""(drive up service or pay at counter)",cheese deli meat sliced turkey,3.0,0.0,0.0,0,0,1.0986122886681098,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus genogroup ii
60,2009,January,MI,norovirus genogroup ii,restaurant - other or unknown type,turkey,18.0,0.0,0.0,0,0,2.8903717578961645,restaurant - other or unknown type,norovirus genogroup ii
61,2009,January,WI,norovirus genogroup ii,restaurant - sit-down dining,fruit,16.0,0.0,0.0,0,0,2.772588722239781,restaurant - sit-down dining,norovirus genogroup ii
62,2009,January,WI,norovirus genogroup ii,restaurant - sit-down dining,beef brisket,5.0,0.0,0.0,0,0,1.6094379124341003,restaurant - sit-down dining,norovirus genogroup ii
63,2009,February,WI,clostridium perfringens,restaurant - sit-down dining,beef brisket,90.0,0.0,0.0,0,0,4.499809670330265,restaurant - sit-down dining,clostridium perfringens
64,2009,March,OH,norovirus genogroup ii,banquet facility (food prepared and served on-site),fruitbased salad,20.0,0.0,0.0,0,0,2.995732273553991,banquet facility (food prepared and served on-site),norovirus genogroup ii
65,2009,March,FL,norovirus genogroup ii,office/indoor workplace,fruitbased salad,5.0,1.0,0.0,1,0,1.6094379124341003,bulk_Location,norovirus genogroup ii
66,2009,January,NH,norovirus genogroup ii,office/indoor workplace,fruitbased salad,11.0,0.0,0.0,0,0,2.3978952727983707,bulk_Location,norovirus genogroup ii
67,2009,March,AR,salmonella enterica,restaurant - sit-down dining,cake tiramisu,5.0,3.0,0.0,1,0,1.6094379124341003,restaurant - sit-down dining,salmonella enterica
68,2009,February,MO,clostridium perfringens,restaurant - sit-down dining,cake tiramisu,17.0,0.0,0.0,0,0,2.833213344056216,restaurant - sit-down dining,clostridium perfringens
69,2009,March,ID,clostridium perfringens,private home/residence,chicken,8.0,0.0,0.0,0,0,2.0794415416798357,private home/residence,clostridium perfringens
70,2009,April,MN,norovirus,"restaurant - ""fast-food""(drive up service or pay at counter)",sandwich,15.0,0.0,0.0,0,0,2.70805020110221,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus
71,2009,April,OH,norovirus genogroup ii,restaurant - sit-down dining,chicken ice,3.0,0.0,0.0,0,0,1.0986122886681098,restaurant - sit-down dining,norovirus genogroup ii
72,2009,April,OH,norovirus genogroup ii,restaurant - sit-down dining,chicken ice,2.0,0.0,0.0,0,0,0.6931471805599453,restaurant - sit-down dining,norovirus genogroup ii
73,2009,March,WI,norovirus genogroup ii,restaurant - sit-down dining,chicken ice,23.0,0.0,0.0,0,0,3.1354942159291497,restaurant - sit-down dining,norovirus genogroup ii
74,2009,March,FL,norovirus genogroup ii,restaurant - sit-down dining,chicken ice,4.0,0.0,0.0,0,0,1.3862943611198906,restaurant - sit-down dining,norovirus genogroup ii
75,2009,March,MI,norovirus genogroup ii,restaurant - other or unknown type,salad,12.0,0.0,0.0,0,0,2.4849066497880004,restaurant - other or unknown type,norovirus genogroup ii
76,2009,March,MI,norovirus genogroup ii,banquet facility (food prepared and served on-site); restaurant - other or unknown type,salad,131.0,2.0,0.0,1,0,4.875197323201151,bulk_Location,norovirus genogroup ii
77,2009,March,MI,norovirus genogroup i,restaurant - other or unknown type,egg saladegg salad sandwich,9.0,0.0,0.0,0,0,2.1972245773362196,restaurant - other or unknown type,norovirus genogroup i
78,2009,April,OH,norovirus genogroup i,restaurant - sit-down dining,egg saladegg salad sandwich,3.0,0.0,0.0,0,0,1.0986122886681098,restaurant - sit-down dining,norovirus genogroup i
79,2009,February,OH,norovirus genogroup i,caterer (food prepared off-site from where served),egg saladegg salad sandwich,70.0,1.0,0.0,1,0,4.248495242049359,caterer (food prepared off-site from where served),norovirus genogroup i
80,2009,January,CT,norovirus genogroup ii,restaurant - sit-down dining,ice,21.0,0.0,0.0,0,0,3.044522437723423,restaurant - sit-down dining,norovirus genogroup ii
81,2009,January,CT,salmonella enterica,caterer (food prepared off-site from where served); restaurant - sit-down dining,lasagna vegetarian,7.0,2.0,0.0,1,0,1.9459101490553132,bulk_Location,salmonella enterica
82,2009,February,CT,salmonella enterica,"fair, festival, other temp or mobile services; private home/residence; restaurant - other or unknown type",bun,4.0,1.0,0.0,1,0,1.3862943611198906,bulk_Location,salmonella enterica
83,2009,January,CA,norovirus,"restaurant - ""fast-food""(drive up service or pay at counter)",bun,3.0,0.0,0.0,0,0,1.0986122886681098,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus
84,2009,April,IL,norovirus,restaurant - other or unknown type,lamb chop,2.0,0.0,0.0,0,0,0.6931471805599453,restaurant - other or unknown type,norovirus
85,2009,April,MN,norovirus,restaurant - sit-down dining,lamb chop,10.0,0.0,0.0,0,0,2.302585092994046,restaurant - sit-down dining,norovirus
86,2009,January,MO,salmonella enterica,banquet facility (food prepared and served on-site),lamb chop,40.0,0.0,0.0,0,0,3.6888794541139363,banquet facility (food prepared and served on-site),salmonella enterica
87,2009,April,NY,salmonella enterica,restaurant - sit-down dining,lamb chop,13.0,4.0,0.0,1,0,2.5649493574615367,restaurant - sit-down dining,salmonella enterica
88,2009,March,NY,salmonella enterica,restaurant - sit-down dining,rib pork,3.0,0.0,0.0,0,0,1.0986122886681098,restaurant - sit-down dining,salmonella enterica
89,2009,March,OK,salmonella enterica,restaurant - sit-down dining,cake,25.0,4.0,0.0,1,0,3.2188758248682006,restaurant - sit-down dining,salmonella enterica
90,2009,April,OH,norovirus genogroup ii,"grocery store; private home/residence; restaurant - ""fast-food""(drive up service or pay at counter)",cake,10.0,0.0,0.0,0,0,2.302585092994046,bulk_Location,norovirus genogroup ii
91,2009,March,AL,norovirus genogroup ii,restaurant - sit-down dining,cake,35.0,0.0,0.0,0,0,3.5553480614894135,restaurant - sit-down dining,norovirus genogroup ii
92,2009,February,WI,norovirus genogroup ii,caterer (food prepared off-site from where served),cake,16.0,0.0,0.0,0,0,2.772588722239781,caterer (food prepared off-site from where served),norovirus genogroup ii
93,2009,January,SC,norovirus genogroup ii,caterer (food prepared off-site from where served),sandwich steak,14.0,0.0,0.0,0,0,2.6390573296152584,caterer (food prepared off-site from where served),norovirus genogroup ii
94,2009,January,SC,norovirus genogroup ii,restaurant - sit-down dining,sandwich steak,4.0,0.0,0.0,0,0,1.3862943611198906,restaurant - sit-down dining,norovirus genogroup ii
95,2009,April,IL,norovirus genogroup ii,restaurant - other or unknown type,sandwich steak,3.0,1.0,0.0,1,0,1.0986122886681098,restaurant - other or unknown type,norovirus genogroup ii
96,2009,April,IL,norovirus genogroup ii,restaurant - sit-down dining,sandwich steak,4.0,1.0,0.0,1,0,1.3862943611198906,restaurant - sit-down dining,norovirus genogroup ii
97,2009,January,CA,norovirus genogroup ii,restaurant - sit-down dining,sandwich steak,4.0,0.0,0.0,0,0,1.3862943611198906,restaurant - sit-down dining,norovirus genogroup ii
98,2009,April,OH,norovirus genogroup ii,other,sandwich steak,3.0,0.0,0.0,0,0,1.0986122886681098,other,norovirus genogroup ii
99,2009,March,OR,norovirus genogroup ii,"restaurant - ""fast-food""(drive up service or pay at counter)",fish ahi,12.0,0.0,0.0,0,0,2.4849066497880004,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus genogroup ii
100,2009,March,OR,norovirus genogroup ii,school/college/university,fish ahi,49.0,0.0,0.0,0,0,3.8918202981106265,school/college/university,norovirus genogroup ii
101,2009,April,HI,histamine,prison/jail,fish ahi,13.0,0.0,0.0,0,0,2.5649493574615367,bulk_Location,bulk_Species
102,2009,March,CT,"escherichia coli, shiga toxin-producing",office/indoor workplace,chicken tender,60.0,5.0,0.0,1,0,4.0943445622221,bulk_Location,"escherichia coli, shiga toxin-producing"
103,2009,April,IL,norovirus,office/indoor workplace,chicken,11.0,0.0,0.0,0,0,2.3978952727983707,bulk_Location,norovirus
104,2009,May,OH,clostridium perfringens,private home/residence,chicken,23.0,0.0,0.0,0,0,3.1354942159291497,private home/residence,clostridium perfringens
105,2009,April,MN,norovirus,"restaurant - ""fast-food""(drive up service or pay at counter)",ground beef cheeseburger,17.0,0.0,0.0,0,0,2.833213344056216,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus
106,2009,April,OH,"escherichia coli, shiga toxin-producing",restaurant - sit-down dining,ground beef cheeseburger,3.0,2.0,0.0,1,0,1.0986122886681098,restaurant - sit-down dining,"escherichia coli, shiga toxin-producing"
107,2009,February,MS,norovirus; staphylococcus,prison/jail,cabbage ice,66.0,0.0,0.0,0,0,4.189654742026425,bulk_Location,bulk_Species
108,2009,February,MS,salmonella enterica,prison/jail,lettuce based salad,184.0,3.0,0.0,1,0,5.214935757608986,bulk_Location,salmonella enterica
109,2009,April,IA,norovirus genogroup ii,restaurant - sit-down dining,lettuce based salad,27.0,1.0,0.0,1,0,3.295836866004329,restaurant - sit-down dining,norovirus genogroup ii
110,2009,April,OR,bacillus cereus,restaurant - sit-down dining,asparagus horseradish,11.0,0.0,0.0,0,0,2.3978952727983707,restaurant - sit-down dining,bacillus cereus
111,2009,April,CT,bacillus cereus,private home/residence,asparagus horseradish,5.0,1.0,0.0,1,0,1.6094379124341003,private home/residence,bacillus cereus
112,2009,April,CT,bacillus cereus,other; school/college/university,macaroni cheese,47.0,0.0,0.0,0,0,3.8501476017100584,bulk_Location,bacillus cereus
113,2009,May,CT,norovirus genogroup ii,restaurant - sit-down dining,filet mignon appetizer,13.0,0.0,0.0,0,0,2.5649493574615367,restaurant - sit-down dining,norovirus genogroup ii
114,2009,April,WI,clostridium perfringens,restaurant - sit-down dining,deviled egg,8.0,0.0,0.0,0,0,2.0794415416798357,restaurant - sit-down dining,clostridium perfringens
115,2009,January,CA,norovirus,unknown,deviled egg,10.0,0.0,0.0,0,0,2.302585092994046,unknown,norovirus
116,2009,March,NY,salmonella enterica,unknown,deviled egg,3.0,0.0,0.0,0,0,1.0986122886681098,unknown,salmonella enterica
117,2009,April,WI,salmonella enterica,private home/residence,deviled egg,14.0,2.0,0.0,1,0,2.6390573296152584,private home/residence,salmonella enterica
118,2009,February,FL,norovirus,"restaurant - ""fast-food""(drive up service or pay at counter)",salad,3.0,1.0,0.0,1,0,1.0986122886681098,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus
119,2009,April,PA,norovirus,banquet facility (food prepared and served on-site),vinagarettebased dressing,5.0,0.0,0.0,0,0,1.6094379124341003,banquet facility (food prepared and served on-site),norovirus
120,2009,February,FL,norovirus,banquet facility (food prepared and served on-site),vinagarettebased dressing,30.0,0.0,0.0,0,0,3.4011973816621555,banquet facility (food prepared and served on-site),norovirus
121,2009,May,PA,campylobacter jejuni,private home/residence,milk whole milk unpasteurized,2.0,0.0,0.0,0,0,0.6931471805599453,private home/residence,campylobacter jejuni
122,2009,May,IL,norovirus genogroup ii,caterer (food prepared off-site from where served),spring roll,5.0,0.0,0.0,0,0,1.6094379124341003,caterer (food prepared off-site from where served),norovirus genogroup ii
123,2009,May,IL,norovirus genogroup ii,banquet facility (food prepared and served on-site),spring roll,39.0,0.0,0.0,0,0,3.6635616461296463,banquet facility (food prepared and served on-site),norovirus genogroup ii
124,2009,May,IL,norovirus genogroup i,private home/residence,spring roll,32.0,0.0,0.0,0,0,3.4657359027997265,private home/residence,norovirus genogroup i
125,2009,May,IL,norovirus,restaurant - other or unknown type,spring roll,18.0,0.0,0.0,0,0,2.8903717578961645,restaurant - other or unknown type,norovirus
126,2009,January,CA,norovirus,restaurant - sit-down dining,spring roll,10.0,0.0,0.0,0,0,2.302585092994046,restaurant - sit-down dining,norovirus
127,2009,January,CA,norovirus,restaurant - sit-down dining,spring roll,7.0,0.0,0.0,0,0,1.9459101490553132,restaurant - sit-down dining,norovirus
128,2009,February,CA,mycotoxins,restaurant - sit-down dining,spring roll,4.0,0.0,0.0,0,0,1.3862943611198906,restaurant - sit-down dining,bulk_Species
129,2009,May,OH,mycotoxins,"restaurant - ""fast-food""(drive up service or pay at counter)",candy,2.0,0.0,0.0,0,0,0.6931471805599453,"restaurant - ""fast-food""(drive up service or pay at counter)",bulk_Species
130,2009,February,CA,norovirus,"restaurant - ""fast-food""(drive up service or pay at counter)",bean dish,9.0,0.0,0.0,0,0,2.1972245773362196,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus
131,2009,February,CA,bacillus cereus,"restaurant - ""fast-food""(drive up service or pay at counter)",bean dish,4.0,0.0,0.0,0,0,1.3862943611198906,"restaurant - ""fast-food""(drive up service or pay at counter)",bacillus cereus
132,2009,February,CA,bacillus cereus,restaurant - sit-down dining,bean dish,5.0,0.0,0.0,0,0,1.6094379124341003,restaurant - sit-down dining,bacillus cereus
133,2009,March,CA,bacillus cereus,"grocery store; private home/residence; restaurant - ""fast-food""(drive up service or pay at counter)",bean dish,31.0,0.0,0.0,0,0,3.4339872044851463,bulk_Location,bacillus cereus
134,2009,March,CA,bacillus cereus,"grocery store; private home/residence; restaurant - ""fast-food""(drive up service or pay at counter)",bean dish,7.0,0.0,0.0,0,0,1.9459101490553132,bulk_Location,bacillus cereus
135,2009,April,CA,other - bacterium,"restaurant - ""fast-food""(drive up service or pay at counter)",chicken chimichanga,7.0,0.0,0.0,0,0,1.9459101490553132,"restaurant - ""fast-food""(drive up service or pay at counter)",bulk_Species
136,2009,April,CA,norovirus genogroup ii,"restaurant - ""fast-food""(drive up service or pay at counter)",chicken chimichanga,9.0,0.0,0.0,0,0,2.1972245773362196,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus genogroup ii
137,2009,May,OH,norovirus genogroup ii,restaurant - sit-down dining,chicken chimichanga,15.0,0.0,0.0,0,0,2.70805020110221,restaurant - sit-down dining,norovirus genogroup ii
138,2009,May,NY,bacillus cereus,banquet facility (food prepared and served on-site),chicken chimichanga,20.0,1.0,0.0,1,0,2.995732273553991,banquet facility (food prepared and served on-site),bacillus cereus
139,2009,May,VA,staphylococcus aureus,private home/residence; religious facility,egg saladegg salad sandwich,19.0,0.0,0.0,0,0,2.9444389791664403,bulk_Location,staphylococcus aureus
140,2009,May,SC,clostridium perfringens,private home/residence,bean baked,350.0,0.0,0.0,0,0,5.857933154483459,private home/residence,clostridium perfringens
141,2009,January,SC,norovirus genogroup ii,"restaurant - ""fast-food""(drive up service or pay at counter)",sandwich submarine,13.0,0.0,0.0,0,0,2.5649493574615367,"restaurant - ""fast-food""(drive up service or pay at counter)",norovirus genogroup ii
142,2009,May,AZ,enterococcus faecalis,"restaurant - ""fast-food""(drive up service or pay at counter)",sandwich submarine,13.0,0.0,0.0,0,0,2.5649493574615367,"restaurant - ""fast-food""(drive up service or pay at counter)",bulk_Species
143,2009,May,CT,norovirus genogroup ii,restaurant - sit-down dining,chicken strip,2.0,0.0,0.0,0,0,0.6931471805599453,restaurant - sit-down dining,norovirus genogroup ii
144,2009,June,VA,staphylococcus aureus,other,chicken strip,12.0,0.0,0.0,0,0,2.4849066497880004,other,staphylococcus aureus
145,2009,January,WI,norovirus genogroup ii,restaurant - sit-down dining,potato salad,62.0,1.0,0.0,1,0,4.127134385045092,restaurant - sit-down dining,norovirus genogroup ii
146,2009,June,MN,"escherichia coli, shiga toxin-producing",private home/residence,potato salad,4.0,0.0,0.0,0,0,1.3862943611198906,private home/residence,"escherichia coli, shiga toxin-producing"
148,2009,June,OH,campylobacter,restaurant - sit-down dining,cactus salad multiple food,2.0,1.0,0.0,1,0,0.6931471805599453,restaurant - sit-down dining,bulk_Species
149,2009,May,CA,norovirus,private home/residence,cactus salad multiple food,26.0,0.0,0.0,0,0,3.258096538021482,private home/residence,norovirus
150,2009,June,MD,"escherichia coli, enterotoxigenic",restaurant - sit-down dining,chicken fried rice,3.0,0.0,0.0,0,0,1.0986122886681098,restaurant - sit-down dining,bulk_Species
151,2009,May,WI,"escherichia coli, enterotoxigenic",restaurant - sit-down dining,eggcontaining food,8.0,0.0,0.0,0,0,2.0794415416798357,restaurant - sit-down dining,bulk_Species
152,2009,January,MD,norovirus genogroup ii,restaurant - sit-down dining,eggcontaining food,12.0,0.0,0.0,0,0,2.4849066497880004,restaurant - sit-down dining,norovirus genogroup ii
153,2009,April,MA,salmonella enterica,private home/residence,eggcontaining food,50.0,0.0,0.0,0,0,3.912023005428146,private home/residence,salmonella enterica
154,2009,January,MD,norovirus genogroup ii,restaurant - sit-down dining,eggcontaining food,13.0,0.0,0.0,0,0,2.5649493574615367,restaurant - sit-down dining,norovirus genogroup ii
155,2009,April,CA,norovirus,private home/residence,eggcontaining food,18.0,0.0,0.0,0,0,2.8903717578961645,private home/residence,norovirus
156,2009,May,MN,norovirus,private home/residence,potato salad,11.0,0.0,0.0,0,0,2.3978952727983707,private home/residence,norovirus
157,2009,April,MD,brucella,other,cow cheese goat cheese,7.0,0.0,0.0,0,0,1.9459101490553132,other,bulk_Species
158,2009,April,VA,brucella,other,cow cheese goat cheese,4.0,1.0,0.0,1,0,1.3862943611198906,other,bulk_Species
159,2009,June,TN,norovirus genogroup ii,restaurant - sit-down dining,cheese dip,11.0,0.0,0.0,0,0,2.3978952727983707,restaurant - sit-down dining,norovirus genogroup ii
160,2009,April,KS,norovirus genogroup i,restaurant - sit-down dining,pork,4.0,0.0,0.0,0,0,1.3862943611198906,restaurant - sit-down dining,norovirus genogroup i
161,2009,June,IL,norovirus genogroup i,restaurant - sit-down dining,roast beef,3.0,0.0,0.0,0,0,1.0986122886681098,restaurant - sit-down dining,norovirus genogroup i
162,2009,June,IL,norovirus genogroup i,restaurant - sit-down dining,roast beef,2.0,0.0,0.0,0,0,0.6931471805599453,restaurant - sit-down dining,norovirus genogroup i
163,2009,June,IL,norovirus genogroup i,other,roast beef,25.0,1.0,0.0,1,0,3.2188758248682006,other,norovirus genogroup i
164,2009,June,IL,campylobacter jejuni,restaurant - other or unknown type,roast beef,3.0,0.0,0.0,0,0,1.0986122886681098,restaurant - other or unknown type,campylobacter jejuni
